Quality	#1 ID	#2 ID	#1 String	#2 String
0	0803	0115	基底関数ベクトルによる非線形識別面はどういう風に実現されているのか	データ中に何度も出現するパターンや，そのパターンに基づいた規則を発見する手法
0	0803	0510	基底関数ベクトルによる非線形識別面はどういう風に実現されているのか	事後確率を特徴値の組み合わせから求めるようにモデルを作ります
0	0803	0708	基底関数ベクトルによる非線形識別面はどういう風に実現されているのか	制約を弱める変数
0	0803	0115	基底関数ベクトルによる非線形識別面はどういう風に実現されているのか	パターンマイニング
0	0803	1220	基底関数ベクトルによる非線形識別面はどういう風に実現されているのか	購入データに値が入っていないところは，「購入しない」と判断したものはごく少数で，大半は，「検討しなかった」ということに対応するから
0	0803	0504	基底関数ベクトルによる非線形識別面はどういう風に実現されているのか	同じ量のデータを用いて複数のパラメータを推定する場合，パラメータの量が増えるほど，問題が難しくなる
0	0803	0810	基底関数ベクトルによる非線形識別面はどういう風に実現されているのか	重みの修正量が層を戻るにつれて小さくなってゆく
1	0109	0109	教師なし学習はどういうものですか	正解が付いていない場合の学習
0	0109	0911	教師なし学習はどういうものですか	学習時の自由度を意図的に下げていること
0	0109	0209	教師なし学習はどういうものですか	正例がどれだけ正しく判定されているかという指標
0	0109	0916	教師なし学習はどういうものですか	リカレントニューラルネットワーク
0	0109	0114	教師なし学習はどういうものですか	入力データ中から何らかの共通点を持つデータをまとめることで，入力データを生じさせたクラスの存在や，そのパラメータを推定するもの
0	0109	0901	教師なし学習はどういうものですか	特徴抽出前の信号を入力をとする多階層ニューラルネットワークの学習
0	0109	1301	教師なし学習はどういうものですか	形態素解析処理が典型的な問題
0	0109	1219	教師なし学習はどういうものですか	どの個人がどの商品を購入したかが記録されているデータ
0	0109	1505	教師なし学習はどういうものですか	「マルコフ性」を持つ確率過程における意思決定問題
0	0109	1403	教師なし学習はどういうものですか	多次元でも「次元の呪い」にかかっていない，ということ
0	0109	0402	教師なし学習はどういうものですか	事後確率が最大となるクラスを識別結果とする方法
0	0109	0703	教師なし学習はどういうものですか	微分を利用して極値を求めて最小解を導くので，乗数$1/2$を付けておきます
0	0109	0114	教師なし学習はどういうものですか	入力データ集合から適切なまとまりを作ることでクラスを推定する手法
0	0109	1502	教師なし学習はどういうものですか	報酬を得るために，環境に対して何らかの行為を行う意思決定エージェントの学習
0	0109	1209	教師なし学習はどういうものですか	規則の結論部だけが単独で起こる割合と，条件部が起こったときに結論部が起こる割合との比
0	0109	0710	教師なし学習はどういうものですか	もとの空間におけるデータ間の距離関係を保存
0	0109	0510	教師なし学習はどういうものですか	特徴空間上でクラスを分割する面
0	0109	1004	教師なし学習はどういうものですか	学習データから復元抽出することで，もとのデータと同じサイズの独立なデータ集合を作成し，各々のデータ集合に対して同じアルゴリズムで識別器を作成するもの
0	0109	0410	教師なし学習はどういうものですか	各特徴はほかの特徴とは独立に値を決定するものと仮定をすると，特定の特徴について，特定の値をとるデータを集めることになるので，すべての特徴値の組み合わせに対するデータよりはかなり少ない量のデータで学習ができます．このような，特徴の独立性を仮定した識別法
0	0109	0402	教師なし学習はどういうものですか	事後確率が最大となるクラスを識別結果とする方法
0	0109	0416	教師なし学習はどういうものですか	値が真となる確率を知りたいノードが表す変数
0	0109	0701	教師なし学習はどういうものですか	線形のモデルを使ってなるべく学習データに特化しすぎないような識別面を求める方法
0	0109	0417	教師なし学習はどういうものですか	ネットワークの構造とアークの条件付き確率表
0	0109	1506	教師なし学習はどういうものですか	その政策に従って行動したときの累積報酬の期待値で評価
0	0109	0111	教師なし学習はどういうものですか	識別の目的は，学習データに対して100\%の識別率を達成することではなく，未知の入力をなるべく高い識別率で分類するような境界線を探すことでした
1	0805	0805	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	誤差逆伝播法
0	0805	0901	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	深層学習に用いるニューラルネットワーク
0	0805	0906	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	入力に近い側の処理で，特徴抽出をおこなおうとするものです．
0	0805	0717	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	Grid search
0	0805	0607	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	「投げ縄」という意味
0	0805	0416	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	値が真となる確率を知りたいノードが表す変数
0	0805	0306	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	仮説に対するバイアスが強すぎて求めるべき概念が仮説の空間の中に存在しないこと
0	0805	1303	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	地名・人名・組織名・日時などの特定の表現を文中から特定の表現を抜き出す
0	0805	0602	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	数値型の正解情報のこと
0	0805	0912	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	畳み込み層と，プーリング層を交互に配置し，最後のプーリング層の出力を受ける通常のニューラルネットワークを最終出力側に配置したものです
0	0805	0407	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	確率は1以下であり，それらの全学習データ数回の積はとても小さな数になって扱いにくいので
0	0805	0602	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	正解情報$y$が数値であるということ
0	0805	0302	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	カテゴリ形式の正解情報のこと
0	0805	1409	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	判断基準が異なる識別器を2つ用意して，お互いが教え合うというたとえで半教師あり学習を実現する方法
0	0805	1106	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	与えられたクラスタを融合したときのクラスタ内のデータと，クラスタ中心との距離の二乗和を求め，そこか各クラスタについて同様に求めた値を引いたものを類似度とする
0	0805	0611	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	このような判断をしたから，この値が求まったというように，結果に説明を付けやすくなる
0	0805	1502	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	将棋や囲碁などを行うプログラム
0	0805	0902	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	どのような特徴を抽出するのかもデータから機械学習しようとするものです
0	0805	0901	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	特徴抽出前の信号を入力をとする多階層ニューラルネットワークの学習
0	0805	1506	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	その政策に従って行動したときの累積報酬の期待値で評価します
0	0805	0908	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	ユークリッド距離
0	0805	1412	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	近くのノードは同じクラスになりやすいという仮定
0	0805	0906	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	入力層に向かうにつれ修正量が少なくなり，多階層では入力側の重みはほとんど動かない
0	0805	1402	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	データがクラスタを形成していると見なすことができ，同一クラスタ内に異なるクラスのターゲットが混在していない
0	0805	1409	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法は何か	自分が出した誤りを指摘してくれる他人がいない
1	0810	0810	勾配消失問題とはなんですか	重みの修正量が層を戻るにつれて小さくなってゆく
0	0810	0901	勾配消失問題とはなんですか	深層学習に用いるニューラルネットワーク
0	0810	0607	勾配消失問題とはなんですか	Lasso回帰
0	0810	1412	勾配消失問題とはなんですか	近くのノードは同じクラスになりやすいという仮定
0	0810	0701	勾配消失問題とはなんですか	学習データと識別境界線の間に未知データが入る余地があることになるので，学習データからちょっとずれただけの未知データが，別クラスに識別されるということが少なくなります．これが，汎化性能の高さにつながります．
0	0810	0717	勾配消失問題とはなんですか	SVMでは，たとえばRBFカーネルの範囲を制御する$\gamma$と，スラック変数の重み$C$は連続値をとるので，手作業でいろいろ試すのは手間がかかります．そこで，グリッドを設定して，一通りの組み合わせで評価実験をおこないます．
0	0810	0512	勾配消失問題とはなんですか	重み$\bm{w}$（これ以降は，説明を簡潔にするために$\bm{w}$は$w_0$を含みます）をパラメータとする確率モデル
0	0810	0110	勾配消失問題とはなんですか	正解$y$が数値の場合を回帰 (regression) 問題，カテゴリの場合を識別 (classification) 問題とよびます．回帰問題の正解をターゲット (target) ，識別問題の正解をクラス (class) とよぶこととします
0	0810	0508	勾配消失問題とはなんですか	識別関数の出力と教師信号との差の2乗を，全データに対して足し合わせたもの
0	0810	0605	勾配消失問題とはなんですか	「正解との離れ具合」と「平均との離れ具合」の比を1から引いたもの
0	0810	1214	勾配消失問題とはなんですか	高速化のアイディアとして，トランザクションデータをコンパクトな情報に変換し，そのコンパクトな情報に対してパターンマイニングを行うという手法
0	0810	0111	勾配消失問題とはなんですか	たとえば，ある病気かそうでないか，迷惑メールかそうでないかなど，入力を2クラスに分類する問題
0	0810	1303	勾配消失問題とはなんですか	地名・人名・組織名・日時などの特定の表現を文中から特定の表現を抜き出す
0	0810	1015	勾配消失問題とはなんですか	損失関数としては，二乗誤差，誤差の絶対値，フーバー損失（$|x| \leq \epsilon$ の範囲で2次関数，その外側の範囲で線形に増加）などが用いられます
0	0810	0906	勾配消失問題とはなんですか	十分多くの層を持つニューラルネットワーク
0	0810	1104	勾配消失問題とはなんですか	近くのデータをまとめて小さいクラスタを作り，その小さいクラスタに近くのデータを取り込むか，あるいは小さいクラスタ同士をまとめて，少し大きめの新しいクラスタを作るという手順を繰り返すもの
0	0810	0109	勾配消失問題とはなんですか	正解が付いていない場合の学習
0	0810	0413	勾配消失問題とはなんですか	変数間の独立性を表現できること
0	0810	0711	勾配消失問題とはなんですか	カーネル関数
0	0810	1205	勾配消失問題とはなんですか	ある項目集合が頻出でないならば，その項目集合を含む集合も頻出でない
0	0810	1411	勾配消失問題とはなんですか	繰り返しによる誤りの増幅を避けるために，教師ありデータで一度だけ識別器を学習し，その識別器で全ての教師なしデータの識別してしまい，その結果を重み付きで利用してk-NN法による識別器を作る，という単純なアルゴリズム
0	0810	0109	勾配消失問題とはなんですか	正解が付いていない場合の学習
0	0810	1402	勾配消失問題とはなんですか	正解なしデータから得られる$p(\bm{x})$に関する情報が，$P(y|\bm{x})$の推定に役立つこと
0	0810	1001	勾配消失問題とはなんですか	評価用のデータそれぞれに対して，それぞれの識別器が誤る確率が独立であるということで，多くの識別器がいっしょに誤ってしまうようなデータはない，ということ
0	0810	0402	勾配消失問題とはなんですか	条件部（縦棒の右側）が一致するデータをできるだけ多く集め，結論部（縦棒の左側）の頻度を求めることによって推定できます
1	1104	1104	階層的クラスタリングとはなんですか	近くのデータをまとめて小さいクラスタを作り，その小さいクラスタに近くのデータを取り込むか，あるいは小さいクラスタ同士をまとめて，少し大きめの新しいクラスタを作るという手順を繰り返すもの
0	1104	0901	階層的クラスタリングとはなんですか	特徴抽出前の生データに近い信号から，その内容を表現する特徴を学習する
0	1104	0614	階層的クラスタリングとはなんですか	線形回帰式
0	1104	1408	階層的クラスタリングとはなんですか	低密度分離が満たされていないデータに対しては，教師ありデータによって作成した初期識別器の誤りがずっと影響を及ぼし続ける性質
0	1104	0205	階層的クラスタリングとはなんですか	相関が高い特徴を複数含むような冗長な高次元空間を，冗長性の少ない低次元空間に写像する行列を求める操作
0	1104	0802	階層的クラスタリングとはなんですか	入力層を特徴ベクトルの次元数用意して，それぞれの次元を入力値とし，出力層を識別対象のクラス数だけ用意します．そして，入力層・出力層の数に応じた適当な数の中間層を用意します
0	1104	0302	階層的クラスタリングとはなんですか	カテゴリ形式の正解情報のこと
0	1104	0611	階層的クラスタリングとはなんですか	このような判断をしたから，この値が求まったというように，結果に説明を付けやすくなる
0	1104	1110	階層的クラスタリングとはなんですか	最初は2分割から始まって，得られたクラスタに対して分割が適当でないと判断されるまで，k-means法によるクラスタリングを繰り返すというもの
0	1104	0710	階層的クラスタリングとはなんですか	もとの空間におけるデータ間の距離関係を保存するような，そんな都合の良い非線形写像が見つかるかということ
0	1104	0701	階層的クラスタリングとはなんですか	線形で識別できないデータに対応するため
0	1104	0409	階層的クラスタリングとはなんですか	推定するべき確率は，値1をとるデータ数の全データ数に対する割合という，ごく直観的な推定と一致します．この推定法を最尤推定法 (maximum likelihood estimation) とよびます
0	1104	1106	階層的クラスタリングとはなんですか	最も遠い事例対の距離を類似度とする
0	1104	1301	階層的クラスタリングとはなんですか	連続音声認識
0	1104	0805	階層的クラスタリングとはなんですか	誤差逆伝播法
0	1104	1106	階層的クラスタリングとはなんですか	クラスタの重心間の距離を類似度とする
0	1104	0612	階層的クラスタリングとはなんですか	木の構造を二分木に限定し分類基準としてGini Impurity （ジニ不純度）を用いた決定木
0	1104	0306	階層的クラスタリングとはなんですか	仮説に対するバイアスが強すぎて求めるべき概念が仮説の空間の中に存在しないこと
0	1104	1219	階層的クラスタリングとはなんですか	新規ユーザが，ある商品を購入したときに，記録済みのデータと購入パターンが似ているデータを探して，検索結果のユーザが購入していて，かつ新規ユーザが購入していない商品を推薦する
0	1104	0801	階層的クラスタリングとはなんですか	計算ユニットを，階層的に組み合わせて，入力から出力を計算するメカニズム
0	1104	0610	階層的クラスタリングとはなんですか	学習結果の散らばり具合
0	1104	0614	階層的クラスタリングとはなんですか	データの出力値が近い区間を切り出せる特徴を選んでデータを分割してゆき，分割後のデータに対して線形回帰式を求めます
0	1104	1502	階層的クラスタリングとはなんですか	将棋や囲碁などを行うプログラム
0	1104	0911	階層的クラスタリングとはなんですか	ドロップアウト
0	1104	0404	階層的クラスタリングとはなんですか	事前確率
1	0114	0114	クラスタリングとはどういうものですか	入力データ集合から適切なまとまりを作ることでクラスを推定する手法
0	0114	0702	クラスタリングとはどういうものですか	識別面は平面を仮定する
0	0114	0512	クラスタリングとはどういうものですか	最小化したい関数の勾配方向へ，パラメータを少しずつ動かすことを繰り返して，最適解へ収束させる方法
0	0114	0111	クラスタリングとはどういうものですか	音声や文字の認識，レビュー文章のPN判定（positive（ほめている）か negative（けなしている）か），疾病の有無の判定など
0	0114	0917	クラスタリングとはどういうものですか	中間層のユニットを，記憶構造をもつ特殊なメモリユニットに置き換えるという工夫をします
0	0114	1404	クラスタリングとはどういうものですか	教師なしデータに対しても比較的高い精度でターゲットを付けることができ，口述する自己学習などを使えば，よい識別器ができそう
0	0114	0810	クラスタリングとはどういうものですか	多段階に誤差逆伝播法を適用すると，誤差が小さくなって消失してしまうという問題点
0	0114	0805	クラスタリングとはどういうものですか	もし，出力層がすべて正しい値を出していないとすると，その値の算出に寄与した中間層の重みが，出力層の更新量に応じて修正されるべきです
0	0114	0802	クラスタリングとはどういうものですか	入力層・出力層の数に応じた適当な数
0	0114	1001	クラスタリングとはどういうものですか	識別器を複数組み合わせ，それらの結果を統合することで，個々の識別器よりも性能を向上させる方法
0	0114	0614	クラスタリングとはどういうものですか	CARTはリーフの値が定数であったのに対して，モデル木ではリーフの値を線形回帰式とします
0	0114	1502	クラスタリングとはどういうものですか	将棋や囲碁などを行うプログラム
0	0114	0311	クラスタリングとはどういうものですか	集合の乱雑さ
0	0114	0507	クラスタリングとはどういうものですか	学習データが線形分離可能な場合には必ず識別境界面を見つけて停止します
0	0114	0104	クラスタリングとはどういうものですか	深い階層構造をとることによって，従来は人手でプログラムされていた特徴抽出段階の処理を，学習の対象として取り込んでいるところ
0	0114	0511	クラスタリングとはどういうものですか	$p(\ominus|\bm{x}) = 1 - p(\oplus|\bm{x})$（ただし，$\ominus$は負のクラス）
0	0114	0902	クラスタリングとはどういうものですか	どのような特徴を抽出するのかもデータから機械学習しようとする
0	0114	0304	クラスタリングとはどういうものですか	個々の事例から，あるクラスについて共通点を見つけること
0	0114	1306	クラスタリングとはどういうものですか	素性関数の値が1つ前の出力にしか影響されないという条件のもとで，重複する計算をまとめることができるという性質
0	0114	0109	クラスタリングとはどういうものですか	正解が付いていない場合の学習
0	0114	0911	クラスタリングとはどういうものですか	学習時の自由度を意図的に下げていることにあります．自由度が高いと結合重みが不適切な値（学習データに対しては正解を出力できるが，汎用性がないもの）に落ち着いてしまう可能性が高くなりますが，自由度が低いと，正解を出力するための結合重みの値は特定の値に限定されやすくなります
0	0114	0717	クラスタリングとはどういうものですか	パラメータの可能な値をリストアップし，そのすべての組み合わせについて性能を評価して最も性能の高い組み合わせを求めます
0	0114	0110	クラスタリングとはどういうものですか	正解$y$が数値の場合を回帰 (regression) 問題，カテゴリの場合を識別 (classification) 問題とよびます
0	0114	0907	クラスタリングとはどういうものですか	誤差逆伝播法を用いた教師あり学習を行う前に，何らかの方法で重みの初期パラメータを適切なものに事前調整しておくというアイディア
0	0114	1209	クラスタリングとはどういうものですか	規則の結論部だけが単独で起こる割合と，条件部が起こったときに結論部が起こる割合との比
1	0811	0811	ReLu関数の良さは何ですか	半分の領域で勾配が1になるので，誤差が消失しません．また，多くのユニットの出力が0であるスパース（疎ら）なネットワークになる点や，勾配計算が高速に行える点などが，ディープニューラルネットワークの学習に有利に働くので，事前学習なしでも学習が行える
0	0811	0810	ReLu関数の良さは何ですか	重みの修正量が層を戻るにつれて小さくなってゆく勾配消失問題に直面し，思うような性能向上は長い間実現できませんでした．
0	0811	0616	ReLu関数の良さは何ですか	一般に非線形式ではデータにフィットしすぎてしまうため
0	0811	0508	ReLu関数の良さは何ですか	統計的手法での対数尤度最大化のように，識別関数法でもなんらかの基準で識別関数の良さを定量的に表して，それを最大化する
0	0811	1506	ReLu関数の良さは何ですか	その政策に従って行動したときの累積報酬の期待値で評価
0	0811	0117	ReLu関数の良さは何ですか	たとえば，ある製品の評価をしているブログエントリーのPN判定をおこなう問題では，正解付きデータを1,000件作成するのはなかなか大変ですが，ブログエントリーそのものは，webクローラプログラムを使えば，自動的に何万件でも集まります
0	0811	0606	ReLu関数の良さは何ですか	重みの大きさが大きいと，入力が少し変わるだけで出力が大きく変わり，そのように入力の小さな変化に対して大きく変動する回帰式は，たまたま学習データの近くを通っているとしても，未知データに対する出力はあまり信用できないものだと考えられます．また，重みに対する別の観点として，予測の正確性よりは学習結果の説明性が重要である場合があります．製品の品質予測などの例を思い浮かべればわかるように，多くの特徴量からうまく予測をおこなうよりも，どの特徴が製品の品質に大きく寄与しているのかを求めたい場合があります．線形回帰式の重みとしては，値として0となる次元が多くなるようにすればよいことになります．
0	0811	1303	ReLu関数の良さは何ですか	形容詞の後には名詞がくることが多い，助詞の前には名詞がくることが多いなど
0	0811	0512	ReLu関数の良さは何ですか	重み$\bm{w}$（これ以降は，説明を簡潔にするために$\bm{w}$は$w_0$を含みます）をパラメータとする確率モデル
0	0811	0514	ReLu関数の良さは何ですか	対処法としては，初期値を変えて何回か試行するという方法が取られていますが，データの次元数が高い場合，その特徴空間にまんべんなく初期値を設定することは難しくなります
0	0811	0104	ReLu関数の良さは何ですか	深い階層構造をとることによって，従来は人手でプログラムされていた特徴抽出段階の処理を，学習の対象として取り込んでいるところ
0	0811	0204	ReLu関数の良さは何ですか	一般的には，多次元の特徴には冗長性が多く含まれます．また，次元数が増えれば増えるほど，学習データが高次元空間上にまばらに存在することになり，そのようなまばらなデータから得られたモデルは，一般的に汎化能力が低いことがわかっています
0	0811	0417	ReLu関数の良さは何ですか	ネットワークの構造とアークの条件付き確率
0	0811	0311	ReLu関数の良さは何ですか	「その特徴を使った分類を行うことによって，なるべくきれいに正例と負例に分かれる」ということ
0	0811	0605	ReLu関数の良さは何ですか	「正解との離れ具合」と「平均との離れ具合」の比を1から引いたもの
0	0811	0703	ReLu関数の良さは何ですか	微分を利用して極値を求めて最小解を導くので，乗数$1/2$を付けておきます
0	0811	0510	ReLu関数の良さは何ですか	事後確率を特徴値の組み合わせから求めるようにモデルを作ります
0	0811	0114	ReLu関数の良さは何ですか	入力データ集合から適切なまとまりを作ることでクラスを推定する手法
0	0811	0906	ReLu関数の良さは何ですか	隣接するデータの関連性（音声の場合の時系列のデータの関連性・画像の場合の近接する空間的なデータの関連性など）が考慮されていないので
0	0811	0614	ReLu関数の良さは何ですか	線形回帰式
0	0811	0906	ReLu関数の良さは何ですか	入力層に向かうにつれ修正量が少なくなり，多階層では入力側の重みはほとんど動かない
0	0811	1505	ReLu関数の良さは何ですか	「マルコフ性」を持つ確率過程における意思決定問題
0	0811	0805	ReLu関数の良さは何ですか	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法
0	0811	0505	ReLu関数の良さは何ですか	生物の神経細胞の仕組みをモデル化したもの
0	0811	1508	ReLu関数の良さは何ですか	無限時刻の和で表現される状態価値関数を，隣接時刻間の再帰方程式で表したもの
1	0811	0811	勾配が消失しない関数ってなんだったっけ	ReLu
0	0811	0606	勾配が消失しない関数ってなんだったっけ	回帰式中の係数$\bm{w}$に関して，大きな値を持つものがなるべく少なくなる，あるいは値0となるものが多くなるような方法が必要になります．そのための工夫
0	0811	0916	勾配が消失しない関数ってなんだったっけ	リカレントニューラルネットワーク
0	0811	0602	勾配が消失しない関数ってなんだったっけ	数値型の正解情報のこと
0	0811	0102	勾配が消失しない関数ってなんだったっけ	「人工知能=機械学習」ではありません．知的に振る舞うシステムを作る方法は，機械学習だけとは限りません．開発者が，その振る舞いの規則をプログラムとして作成することによっても，それなりに知的に振る舞うシステムは作製できます
0	0811	0802	勾配が消失しない関数ってなんだったっけ	入力層を特徴ベクトルの次元数用意して，それぞれの次元を入力値とし，出力層を識別対象のクラス数だけ用意します．そして，入力層・出力層の数に応じた適当な数の中間層を用意します
0	0811	0105	勾配が消失しない関数ってなんだったっけ	人間の認識能力を何らかの手法でモデル (model)化して，コンピュータでその能力を再現しようとする技術
0	0811	0805	勾配が消失しない関数ってなんだったっけ	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法
0	0811	1310	勾配が消失しない関数ってなんだったっけ	Hidden Marcov Model: 隠れマルコフモデル
0	0811	1301	勾配が消失しない関数ってなんだったっけ	連続音声認識が典型的な例で，早口かゆっくりかによって単位時間当たりの出力単語数が異なります
0	0811	0704	勾配が消失しない関数ってなんだったっけ	ラグランジュの未定乗数法
0	0811	1301	勾配が消失しない関数ってなんだったっけ	個々の要素の間に i.i.d. の関係が成立しないもの
0	0811	1306	勾配が消失しない関数ってなんだったっけ	制限を設け，対数線型モデルを系列識別問題に適用したもの
0	0811	1219	勾配が消失しない関数ってなんだったっけ	新規ユーザが，ある商品を購入したときに，記録済みのデータと購入パターンが似ているデータを探して，検索結果のユーザが購入していて，かつ新規ユーザが購入していない商品を推薦する
0	0811	1001	勾配が消失しない関数ってなんだったっけ	識別器を複数組み合わせ，それらの結果を統合することで，個々の識別器よりも性能を向上させる方法
0	0811	1009	勾配が消失しない関数ってなんだったっけ	通常の決定木の学習は，リーフのデータ数が一定値以下になるとそれ以上の成長を止めるか，十分に伸ばした後に枝刈りをするかして，過学習をしないように工夫します．しかし，ランダムフォレストでは意図的に過学習をさせ，できるだけ異なった木を作るようにします．
0	0811	0611	勾配が消失しない関数ってなんだったっけ	識別における決定木の考え方を回帰問題に適用する方法
0	0811	0508	勾配が消失しない関数ってなんだったっけ	最小二乗法
0	0811	0505	勾配が消失しない関数ってなんだったっけ	$P(\omega_i|\bm{x})$をデータから直接推定するアプローチ
0	0811	1409	勾配が消失しない関数ってなんだったっけ	自分が出した誤りを指摘してくれる他人がいない
0	0811	0402	勾配が消失しない関数ってなんだったっけ	条件部（縦棒の右側）が一致するデータをできるだけ多く集め，結論部（縦棒の左側）の頻度を求めることによって推定できます
0	0811	1008	勾配が消失しない関数ってなんだったっけ	学習データから復元抽出して，同サイズのデータ集合を複数作るところから始まります．次に，各データ集合に対して，識別器として決定木を作成するのですが，ノードでの分岐特徴を選ぶ際に，全特徴からあらかじめ決められた数だけ特徴をランダムに選びだし，その中から最も分類能力の高い特徴（たとえば，式(3.2)で定義したGain値の高いもの）を選びます．そして，その操作をリーフが単一クラスの集合になるまで再帰的に行います．
0	0811	0610	勾配が消失しない関数ってなんだったっけ	学習結果の散らばり具合
0	0811	0711	勾配が消失しない関数ってなんだったっけ	カーネル関数
0	0811	1110	勾配が消失しない関数ってなんだったっけ	最初は2分割から始まって，得られたクラスタに対して分割が適当でないと判断されるまで，k-means法によるクラスタリングを繰り返すというもの
1	1106	1106	単連結法とはなんですか	最も近い事例対の距離を類似度とする
0	1106	0209	単連結法とはなんですか	正例がどれだけ正しく判定されているかという指標
0	1106	1503	単連結法とはなんですか	スロットマシン（すなわちこの唯一の状態）で，最大の報酬を得る行為（$K$本のうちどのアームを引くか）
0	1106	1012	単連結法とはなんですか	最初は，平等な重みが付いた学習データによって識別器を作成し，その識別器によって誤識別されたデータに対して，その重みを増やします．そのように重みが変更されたデータ集合に対して，次の識別器を学習するというやりかたで，異なる識別器を逐次的に作成
0	1106	1303	単連結法とはなんですか	地名・人名・組織名・日時などの特定の表現を文中から特定の表現を抜き出す
0	1106	0901	単連結法とはなんですか	特徴抽出前の生データに近い信号から，その内容を表現する特徴を学習する
0	1106	0911	単連結法とはなんですか	ドロップアウト
0	1106	1111	単連結法とはなんですか	学習データに含まれるデータの中で，ほかと大きく異なるデータ
0	1106	0810	単連結法とはなんですか	重みの修正量が層を戻るにつれて小さくなってゆく
0	1106	1301	単連結法とはなんですか	連続音声認識
0	1106	0701	単連結法とはなんですか	線形のモデルを使ってなるべく学習データに特化しすぎないような識別面を求める方法
0	1106	0117	単連結法とはなんですか	たとえば，ある製品の評価をしているブログエントリーのPN判定をおこなう問題では，正解付きデータを1,000件作成するのはなかなか大変ですが，ブログエントリーそのものは，webクローラプログラムを使えば，自動的に何万件でも集まります
0	1106	0701	単連結法とはなんですか	学習データと識別境界線の間に未知データが入る余地があることになるので，学習データからちょっとずれただけの未知データが，別クラスに識別されるということが少なくなります．これが，汎化性能の高さにつながります
0	1106	0204	単連結法とはなんですか	多次元の特徴には冗長性が多く含まれます．また，次元数が増えれば増えるほど，学習データが高次元空間上にまばらに存在することになり，そのようなまばらなデータから得られたモデルは，一般的に汎化能力が低いことがわかっています
0	1106	1201	単連結法とはなんですか	これは，データ集合中に一定頻度以上で現れるパターンを抽出する手法です．
0	1106	1012	単連結法とはなんですか	すべてのデータの重みは平等
0	1106	0602	単連結法とはなんですか	正解情報$y$が数値であるということ
0	1106	0504	単連結法とはなんですか	（学習データとは別に，何らかの方法で）事前確率がかなり正確に分かっていて，それを識別に取り入れたい場合
0	1106	1104	単連結法とはなんですか	近くのデータをまとめて小さいクラスタを作り，その小さいクラスタに近くのデータを取り込むか，あるいは小さいクラスタ同士をまとめて，少し大きめの新しいクラスタを作るという手順を繰り返すもの
0	1106	0110	単連結法とはなんですか	正解$y$が数値の場合を回帰 (regression) 問題，カテゴリの場合を識別 (classification) 問題とよびます．回帰問題の正解をターゲット (target) ，識別問題の正解をクラス (class) とよぶこととします
0	1106	1303	単連結法とはなんですか	地名・人名・組織名・日時などの特定の表現を文中から特定の表現を抜き出す固有表現抽出
0	1106	0602	単連結法とはなんですか	数値型の正解情報のこと
0	1106	1111	単連結法とはなんですか	学習データに含まれるデータの中で，ほかと大きく異なるデータ
0	1106	0404	単連結法とはなんですか	事前確率
0	1106	0508	単連結法とはなんですか	統計的手法での対数尤度最大化のように，識別関数法でもなんらかの基準で識別関数の良さを定量的に表して，それを最大化する
1	1106	1106	完全連結法とはなんですか	最も遠い事例対の距離を類似度とする
0	1106	1505	完全連結法とはなんですか	「マルコフ性」とは次状態での事象の起こる確率は現在の状態だけから決まり，過去の状態には依存しないという性質
0	1106	0606	完全連結法とはなんですか	山の尾根という意味
0	1106	0505	完全連結法とはなんですか	関数$\hat{c}(\bm{x})$を，確率分布などの制約を一切考えずに，データだけに注目して構成する方法
